port_locode,country_code,location_code,port_name,function,status,coordinates
JPKNJ,JP,KNJ,Kisane,1-------,AF,
JPKNK,JP,KNK,Kinkasan,1-------,AF,
JPKNM,JP,KNM,Kanmon,1-------,RL,3354N 13055E
JPKNN,JP,KNN,Kin,1-------,AF,
JPKNO,JP,KNO,Konoura,1-------,AF,
JPKNR,JP,KNR,Kohnoura,1-------,AF,
JPKNS,JP,KNS,Kunisaki,1-------,AF,
JPKNT,JP,KNT,Kinomoto,1-------,AF,
JPKNU,JP,KNU,Kinuura,1-------,AF,
JPKNX,JP,KNX,KinNakagusuku,1-------,AF,
JPKNY,JP,KNY,Koniya,1-------,AF,
JPKNZ,JP,KNZ,Kanazawa,1-------,AF,
JPKOB,JP,KOB,Koza,1-------,AF,
JPKOD,JP,KOD,"Kodomari, Aomori",1-------,AF,
JPKOF,JP,KOF,Konan,1-------,AF,
JPKOG,JP,KOG,"Kogushi, Okayama",1-------,AF,
JPKOH,JP,KOH,Kohama,1-------,AF,2420N 12359E
JPKOI,JP,KOI,Koike/Uwajima,1-------,AF,
JPKOJ,JP,KOJ,Kagoshima,1--4----,AF,
JPKOK,JP,KOK,Kokura,1-3-----,AF,3348N 13053E
JPKOM,JP,KOM,Komatsushima,1-------,AF,
JPKON,JP,KON,Konoshima,1-------,AF,
JPKOO,JP,KOO,Kohmen,1-------,AF,
JPKOR,JP,KOR,"Koura, Kagawa",1-------,AF,
JPKOS,JP,KOS,Kose,1-------,AF,
JPKOU,JP,KOU,Kohzujima,1-------,AF,
JPKOX,JP,KOX,Kaminoseki,1-------,AF,
JPKOY,JP,KOY,Koyoh/Etajima,1-------,AF,
JPKOZ,JP,KOZ,Kozuna,1-------,AF,
JPKRA,JP,KRA,Kannoura,1-------,AF,
JPKRB,JP,KRB,Karubi,1-------,AF,
JPKRC,JP,KRC,Kuramai,1-------,AF,
JPKRD,JP,KRD,Kuroda,1-------,AF,
JPKRE,JP,KRE,"Kure, Hiroshima",1-------,AF,
JPKRH,JP,KRH,Kurihama,1-------,AF,
JPKRI,JP,KRI,Kurio,1-------,AF,
JPKRJ,JP,KRJ,"Kuroshima, Okinawa",1-------,AF,
JPKRK,JP,KRK,Karakizaki,1-------,AF,
JPKRM,JP,KRM,Kurokami,1-------,AF,
JPKRN,JP,KRN,Kuranotani,1-------,AF,
JPKRR,JP,KRR,Kujiragaura,1-------,AF,
JPKRS,JP,KRS,Kurushima,1-------,AF,
JPKRT,JP,KRT,Kiritappu,1-------,AF,
JPKRU,JP,KRU,Kurii,1-------,AF,
JPKRX,JP,KRX,Kuroi,1-------,AF,
JPKRY,JP,KRY,"Kariya, Saga",1-------,AF,
JPKSA,JP,KSA,Kasaoka,1-------,AF,
JPKSB,JP,KSB,Kusubo,1-------,AF,
JPKSC,JP,KSC,"Kashima, Saga",1-------,AF,
JPKSD,JP,KSD,Kasado,1-------,AF,
JPKSE,JP,KSE,Kamoise,1-------,AF,
JPKSF,JP,KSF,Kitsuki,1----6--,AF,3325N 13137E
JPKSH,JP,KSH,Kishiku,1-------,AF,
JPKSK,JP,KSK,Kurosaki,1-------,AF,
JPKSM,JP,KSM,"Kashima, Ibaraki",1-------,AF,
JPKSN,JP,KSN,Kesennuma,1-------,AF,
JPKSR,JP,KSR,Kishira,1-------,AF,
JPKSS,JP,KSS,"Kasasa, Kagoshima",1-------,AF,
JPKST,JP,KST,Kisakata,1-------,AF,
JPKSU,JP,KSU,Katsumoto,1-------,AF,
JPKSW,JP,KSW,"Kashiwa, Ehime",1-------,AF,
JPKSX,JP,KSX,Kosuki,1-------,AF,
JPKSY,JP,KSY,"Kasasa, Yamaguchi",1-------,AF,
JPKTA,JP,KTA,Kitanada,1-------,AF,
JPKTG,JP,KTG,Kutsugata,1-------,AF,
JPKTJ,JP,KTJ,Kotakarajima,1-------,AF,
JPKTK,JP,KTK,Kataku,1-------,AF,
JPKTL,JP,KTL,Kitakijima,1-------,AF,
JPKTM,JP,KTM,Karatomari,1-------,AF,
JPKTN,JP,KTN,Kitakami,123-----,RL,3917N 14107E
JPKTO,JP,KTO,Kottoi,1-------,AF,
JPKTR,JP,KTR,"Kitaura, Kagawa",1-------,AF,
JPKTS,JP,KTS,Katashima,1-------,AF,
JPKTU,JP,KTU,Kohtsuura,1-------,AF,
JPKTX,JP,KTX,Kita/Kitadaito,1-------,AF,
JPKTZ,JP,KTZ,Kata,1-------,AF,
JPKUC,JP,KUC,Kuchinotsu,1-------,AF,
JPKUD,JP,KUD,Kudamatsu,1-------,AF,
JPKUE,JP,KUE,"Kure, Kochi",1-------,AF,
JPKUF,JP,KUF,Kofu,123--6--,RL,
JPKUG,JP,KUG,Kugui,1-------,AF,
JPKUH,JP,KUH,Kushiro,1--4----,AF,
JPKUR,JP,KUR,"Katsuura, Chiba",1-------,AF,
JPKUT,JP,KUT,Kute,1-------,AF,
JPKUU,JP,KUU,Kumanoe,1-------,AF,
JPKUW,JP,KUW,Kuwanoura,1-------,AF,
JPKUX,JP,KUX,Kuronohama,1-------,AF,
JPKUZ,JP,KUZ,Kuzu,1-------,AF,
JPKWA,JP,KWA,Kawanazu,1-------,AF,
JPKWC,JP,KWC,"Kawachi, Nagasaki",1-------,AF,
JPKWI,JP,KWI,Kawanoishi,1-------,AF,
JPKWJ,JP,KWJ,"Kawajiri, Hiroshima",1-------,AF,
JPKWM,JP,KWM,Kawashimo,1-------,AF,
JPKWN,JP,KWN,Kawanoe,1-------,AF,
JPKWR,JP,KWR,"Kawajiri, Ibaraki",1-------,AF,
JPKWS,JP,KWS,Kawasaki,1-------,AF,
JPKWT,JP,KWT,Kawatana,1-------,AF,
JPKWX,JP,KWX,Kowa,1-------,AF,
JPKWZ,JP,KWZ,Kashiwazaki,1-------,AF,
JPKXK,JP,KXK,Kusukawa,1-------,AF,
JPKXS,JP,KXS,Kasumi,1-------,AF,
JPKYA,JP,KYA,Kanoya,1-------,AF,
JPKYK,JP,KYK,Kanayaki,1-------,AF,
JPKYM,JP,KYM,Kuyama,1-------,AF,
JPKYO,JP,KYO,Koyoh/Kawajiri,1-------,AF,
JPKYR,JP,KYR,Isso,1-------,AF,
JPKZE,JP,KZE,Kozera,1-------,AF,
JPKZH,JP,KZH,Kazuhara,1-------,AF,
JPKZI,JP,KZI,Kijima,1-------,AF,
JPKZJ,JP,KZJ,Kozai,1-------,AF,
JPKZK,JP,KZK,Kozukushi,1-------,AF,
JPKZM,JP,KZM,Kazume,1-------,AF,
JPKZR,JP,KZR,Kohjiro,1-------,AF,
JPKZS,JP,KZS,Kazusaminato,1-------,AF,
JPKZU,JP,KZU,Kisarazu,1-------,AF,
JPMAB,JP,MAB,Maruichibi,1-------,AF,
JPMAD,JP,MAD,Maedomari/Iheya,1-------,AF,
JPMAG,JP,MAG,Mategata,1-------,AF,
JPMAI,JP,MAI,Maizuru,1-------,AF,
JPMAK,JP,MAK,Makiyama,1-------,AF,
JPMAM,JP,MAM,Matama,1-------,AF,
JPMAO,JP,MAO,Matsuo,1-------,AF,
JPMAR,JP,MAR,Marugame,1-------,AF,
JPMAS,JP,MAS,Masaki,1-------,AF,
JPMAT,JP,MAT,"Matsushima, Nagasaki",1-------,AF,
JPMAU,JP,MAU,"Matsuura, Kagoshima",1-------,AF,
JPMAW,JP,MAW,Nishimaizuru,1-------,AF,
JPMBE,JP,MBE,Monbetsu/Abashiri,1-------,AF,
JPMBR,JP,MBR,Mebaruzaki,1-------,AF,
JPMBT,JP,MBT,Motobu,1-------,AF,
JPMCD,JP,MCD,Mochidoi,1-------,AF,
JPMCH,JP,MCH,Mochiishi,1-------,AF,
JPMDJ,JP,MDJ,"Masuda, Kagoshima",1-------,AF,
JPMDR,JP,MDR,Maedomari/Tarama,1-------,AF,
JPMEG,JP,MEG,Megi,1-------,AF,
JPMEI,JP,MEI,Meihama,1-------,AF,
JPMEN,JP,MEN,Mei,1-------,AF,
JPMER,JP,MER,Maeura,1-------,AF,
JPMET,JP,MET,Meitsu,1-------,AF,
JPMGA,JP,MGA,Matsugaura,1-------,AF,
JPMGC,JP,MGC,Maguchi,1-------,AF,
JPMGM,JP,MGM,Magome,1-------,AF,
JPMGN,JP,MGN,Mogine,1-------,AF,
JPMGS,JP,MGS,Megoshima,1-------,AF,
JPMGU,JP,MGU,Magusa,1-------,AF,
JPMGY,JP,MGY,Nagayama,1-------,AF,
JPMHM,JP,MHM,Maehama,1-------,AF,
JPMHN,JP,MHN,Mihowan,1-------,AF,
JPMHR,JP,MHR,Mihara,1-------,AF,
JPMIH,JP,MIH,Mihonoseki,1-------,AF,
JPMII,JP,MII,"Miike, Fukuoka",1-------,AF,
JPMIJ,JP,MIJ,"Miike, Tokyo",1-------,AF,
JPMIK,JP,MIK,"Misaki, Kanagawa",1-------,AF,
JPMIN,JP,MIN,Minamata,1-------,AF,
JPMIR,JP,MIR,Miura/Mitsushima,1-------,AF,
JPMIS,JP,MIS,"Misumi, Kumamoto",1-------,AF,
JPMIT,JP,MIT,"Mitaka, Hiroshima",1-------,AF,
JPMIY,JP,MIY,Miyazu,1-------,AF,
JPMIZ,JP,MIZ,Mizushima,1-------,AF,
JPMJR,JP,MJR,Mitajiri,123-----,AF,3402N 13135E
JPMKA,JP,MKA,Mukata,1-------,AF,
JPMKG,JP,MKG,Makigawa,1-------,AF,
JPMKI,JP,MKI,"Misaki, Kochi",1-------,AF,
JPMKJ,JP,MKJ,Mikisato,1-------,AF,
JPMKK,JP,MKK,Makurazaki,1-------,AF,
JPMKM,JP,MKM,Mikame,1-------,AF,
JPMKR,JP,MKR,Mikurajima,1-------,AF,
JPMKS,JP,MKS,Mitsukoshima,1-------,AF,
JPMKU,JP,MKU,Mukunoura,1-------,AF,
JPMKW,JP,MKW,Mikawa,1-------,AF,
JPMKX,JP,MKX,"Mishima, Kawanoe",1-------,AF,
JPMMA,JP,MMA,Maenohama,1-------,AF,
JPMMD,JP,MMD,Minamidaito,1--4----,AF,2550N 13114E
JPMMI,JP,MMI,"Misumi, Shimane",1-------,AF,
JPMMM,JP,MMM,Mageshimamisaki,1-------,AF,
JPMMT,JP,MMT,Mimitsu,1-------,AF,
JPMMY,JP,MMY,Miyakojima,1--4----,AF,2447N 12518E
JPMNA,JP,MNA,Manazuru,1-------,AF,
JPMNE,JP,MNE,Mine,1-------,AF,
JPMNG,JP,MNG,Matsunaga,1-------,AF,
JPMNJ,JP,MNJ,Minna/Motobu,1-------,AF,
JPMNM,JP,MNM,Minami,1-------,AF,
JPMNN,JP,MNN,Minna/Tarama,1-------,AF,
JPMNO,JP,MNO,Miyanoura/Kamiyaku,1-------,AF,
JPMNR,JP,MNR,"Miyanoura, Nagasaki",1-------,AF,
JPMNT,JP,MNT,"Minato, Hyogo",1-------,AF,
JPMNY,JP,MNY,Minmaya,1-------,AF,
JPMOG,JP,MOG,Mogi,1-------,AF,
JPMOJ,JP,MOJ,Moji/Kitakyushu,123-5---,AF,3354N 13058E
JPMOM,JP,MOM,Morodomi,1-------,AF,
JPMOO,JP,MOO,Morie,1-------,AF,
JPMOR,JP,MOR,Mori,1-------,AF,
JPMOT,JP,MOT,Motomachi,1-------,AF,
JPMOU,JP,MOU,Motoura/Toshima,1-------,AF,
JPMOX,JP,MOX,Monoi,1-------,AF,
JPMQT,JP,MQT,"Mito, Kagawa",1-------,AF,
JPMRA,JP,MRA,"Matsushima, Miyagi",1-------,AF,
JPMRE,JP,MRE,Mure,1-------,AF,
JPMRG,JP,MRG,Moriage,1-------,AF,
JPMRH,JP,MRH,Morinohama,1-------,AF,
JPMRJ,JP,MRJ,Murotomisaki,1-------,AF,
JPMRK,JP,MRK,Morakui,1-------,AF,
JPMRM,JP,MRM,Muromoto,1-------,AF,
JPMRO,JP,MRO,Murokita,1-------,AF,
JPMRS,JP,MRS,"Murotsu, Hyogo",1-------,AF,
JPMRT,JP,MRT,"Murotsu, Yamaguchi",1-------,AF,
JPMRU,JP,MRU,Maruo,1-------,AF,
JPMRZ,JP,MRZ,Morozaki,1-------,AF,
JPMSA,JP,MSA,Matsusaka,1-------,AF,
JPMSD,JP,MSD,"Masuda, Shimane",1-------,AF,
JPMSH,JP,MSH,Musashi,1-------,AF,
JPMSI,JP,MSI,MieShikimi,1-------,AF,
JPMSK,JP,MSK,Mashike,1-------,AF,
JPMSO,JP,MSO,Misho,1-------,AF,
JPMSR,JP,MSR,Mishiro,1-------,AF,
JPMSS,JP,MSS,"Matsushima, Okayama",1-------,AF,
JPMST,JP,MST,Misato,1-------,AF,
JPMSX,JP,MSX,"Misaki, Ehime",1-------,AF,
JPMTC,JP,MTC,Mitachi,1-------,AF,
JPMTE,JP,MTE,Matsue,1-------,AF,
JPMTH,JP,MTH,Mitsuhama,1-------,AF,
JPMTI,JP,MTI,Mitarai,1-------,AF,
JPMTK,JP,MTK,Mitsukue,1-------,AF,
JPMTM,JP,MTM,Matsumae,1-------,AF,
JPMTO,JP,MTO,Motoura/Azuma,1-------,AF,
JPMTR,JP,MTR,Mutsure,1-------,AF,
JPMTS,JP,MTS,"Matsuura, Nagasaki",1-------,AF,
JPMTU,JP,MTU,"Matsuura, Oita",1-------,AF,
JPMTY,JP,MTY,Matoya,1-------,AF,
JPMTZ,JP,MTZ,Matsuzaki,1-------,AF,
JPMUG,JP,MUG,Mugi,1-------,AF,
JPMUK,JP,MUK,Mukaishima,1-------,AF,
JPMUR,JP,MUR,Muroran,1-------,AF,
JPMUT,JP,MUT,Mutsuogawara,1-------,AF,
JPMUX,JP,MUX,"Murotsu, Kochi",1-------,AF,
JPMUY,JP,MUY,"Miyanoura, Kagawa",1-------,AF,
JPMWA,JP,MWA,Maruiwa,1-------,AF,
JPMWR,JP,MWR,Mawari,1-------,AF,
JPMXT,JP,MXT,Mita,1-------,AF,
JPMYA,JP,MYA,Muya,1-------,AF,
JPMYG,JP,MYG,Miyagahama,1-------,AF,
JPMYI,JP,MYI,Miyagi,1-3-----,RL,3626N 13910E
JPMYJ,JP,MYJ,Matsuyama,1--4----,AF,
JPMYK,JP,MYK,"Miyako, Iwate",1-------,AF,
JPMYN,JP,MYN,Miyanoura/Azuma,1-------,AF,
JPMYT,JP,MYT,"Miyoshi, Tokushima",1----6--,AF,3401N 13348E
JPMYU,JP,MYU,Miyaura,1-------,AF,
JPMYX,JP,MYX,"Muta, Nagasaki",1-------,AF,3149N 13016E
JPMZK,JP,MZK,"Miyazaki, Ehime",1-------,AF,
JPMZM,JP,MZM,Murozumi,1-------,AF,
JPMZR,JP,MZR,Motozaru,1-------,AF,
JPMZS,JP,MZS,Mizusaki,1-------,AF,
JPNAA,JP,NAA,"Nagaura, Nagasaki",1-------,AF,
JPNAB,JP,NAB,Nagara,1-------,AF,
JPNAD,JP,NAD,Nadahama,1-------,AF,
JPNAG,JP,NAG,"Nagahama, Shimane",1-------,AF,
JPNAH,JP,NAH,"Naha, Okinawa",1--45---,AF,
JPNAI,JP,NAI,Narashino,1-------,RL,3540N 14001E
JPNAK,JP,NAK,Nakagusuku,1-------,AF,
JPNAM,JP,NAM,Nama,1-------,AF,
JPNAN,JP,NAN,Nakanoseki,1-------,RL,3400N 13132E
JPNAO,JP,NAO,Naoetsu,1-------,AF,
JPNAR,JP,NAR,Naarai,1-------,AF,
JPNAS,JP,NAS,Naoshima,1-------,AF,
JPNAT,JP,NAT,Nakatsu,1-------,AF,
JPNAY,JP,NAY,Nagayo,1-------,AF,
JPNAZ,JP,NAZ,Naze,1-------,AF,
JPNBS,JP,NBS,Nobeokashinko,1-------,AF,
JPNBU,JP,NBU,Nobu/Mitsushima,1-------,AF,
JPNDI,JP,NDI,Nishi/Minamidaito,1-------,AF,
JPNDY,JP,NDY,Nadayama,1-------,AF,
JPNEJ,JP,NEJ,Nejime,1-------,AF,
JPNEM,JP,NEM,Nemuro,1-------,AF,
JPNEO,JP,NEO,Neo,1-------,AF,
JPNEX,JP,NEX,"Nagae, Ehime",1-------,AF,
JPNEZ,JP,NEZ,Nezugaseki,1-------,AF,
JPNGA,JP,NGA,"Nagareyama, Chiba",1----6--,AF,3551N 13954E
JPNGD,JP,NGD,Nagouda,1-------,AF,
JPNGE,JP,NGE,"Nagae, Shimane",1-------,AF,
JPNGG,JP,NGG,Nagame,1-------,AF,
JPNGH,JP,NGH,"Nagahama, Ehime",1-------,AF,
JPNGI,JP,NGI,Neghishi/Yokohama,1-------,AF,
JPNGM,JP,NGM,Nagimi,1-------,AF,
JPNGN,JP,NGN,Naigainoura,1-------,AF,
JPNGO,JP,NGO,"Nagoya, Aichi",1--45---,AF,
JPNGR,JP,NGR,Nagaura/Yokosuka,1-------,AF,
JPNGS,JP,NGS,Nagasaki,1--4----,AF,
JPNGU,JP,NGU,"Nagasu, Kumamoto",1-------,AF,
JPNGY,JP,NGY,Nagaokakyo,1-------,AA,3456N 13542E
JPNHA,JP,NHA,"Nakahama, Hiroshima",1-------,AF,
JPNHI,JP,NHI,Nahari,1-------,AF,
JPNHJ,JP,NHJ,Noheji,1-------,AF,
JPNHM,JP,NHM,"Nagahama, Shiga",1-------,AF,
JPNHN,JP,NHN,Nagasakinohana,1-------,AF,
JPNHR,JP,NHR,Nishihara,1-------,AF,
JPNIA,JP,NIA,Nita,1-------,AF,
JPNIC,JP,NIC,Nichinan,1-------,AF,
JPNID,JP,NID,Nishi/Kitadaito,1-------,AF,
JPNIH,JP,NIH,Niigatahigashi,1-------,AF,
JPNIJ,JP,NIJ,Niijima,1-------,AF,
JPNIK,JP,NIK,Nikaho,1----6--,RL,3923N 14005E
JPNIM,JP,NIM,Nima,1-------,AF,
JPNIN,JP,NIN,Niigatanishi,1-------,AF,
JPNIO,JP,NIO,Nio,1-------,AF,
JPNIS,JP,NIS,Nishinaka,1-------,AF,
JPNIT,JP,NIT,Namikata,1-------,AF,
JPNIX,JP,NIX,Nii,1-------,AF,
JPNJM,JP,NJM,Nakajima,1-------,AF,
JPNJR,JP,NJR,Nojiri,1-------,AF,
JPNKD,JP,NKD,Nakada,1-------,AF,
JPNKH,JP,NKH,"Nakahama, Tottori",1-------,AF,
JPNKJ,JP,NKJ,"Nakahama, Kyoto",1-------,AF,
JPNKK,JP,NKK,Nakakoshiki,1-------,AF,
JPNKL,JP,NKL,"Nakama, Kagoshima",1-------,AF,
JPNKM,JP,NKM,"Nakama, Okinawa",1-------,AF,
JPNKN,JP,NKN,Nakanoura,1-------,AF,
JPNKO,JP,NKO,Nanko,1-------,AF,
JPNKR,JP,NKR,Nakiri,1-------,AF,
JPNKS,JP,NKS,Nakanoshima,1-------,AF,
JPNKT,JP,NKT,"Nakata, Hiroshima",1-------,AF,
JPNKX,JP,NKX,Nakanosaku,1-------,AF,
JPNKY,JP,NKY,Nakayama,1-------,AF,
JPNKZ,JP,NKZ,Nakashima,1-------,AF,
JPNMA,JP,NMA,"Nagahama, Kagoshima",1-------,AF,
JPNMC,JP,NMC,Nakamichi,1-3--6--,RL,3535N 13835E
JPNMI,JP,NMI,Nomi,1-------,AF,
JPNMK,JP,NMK,Nomaike,1-------,AF,
JPNMT,JP,NMT,Nakaminato,1-------,AF,
JPNNH,JP,NNH,Nunohama,1-------,AF,
JPNNK,JP,NNK,Nenokuchi,1-------,AF,
JPNNO,JP,NNO,Nanao,1-------,AF,
JPNNT,JP,NNT,Nanatsugama,1-------,AF,
JPNOA,JP,NOA,Nago,1-------,RL,2635N 12758E
JPNOB,JP,NOB,Nobeoka,1-------,AF,
JPNOH,JP,NOH,Nohara,1-------,AF,
JPNOJ,JP,NOJ,Onojo,1----6--,RL,3332N 13029E
JPNOM,JP,NOM,Nomizaki,1-------,AF,
JPNON,JP,NON,Nonohama,1-------,AF,
JPNOU,JP,NOU,Noh,1-------,AF,
JPNQH,JP,NQH,Noho,1-------,AF,
JPNRO,JP,NRO,Narao,1-------,AF,
JPNRS,JP,NRS,Narushima,1-------,AF,
JPNRU,JP,NRU,Naruto,1-------,AF,
JPNSA,JP,NSA,Nagashima,1-------,AF,
JPNSB,JP,NSB,Nishibe,1-------,AF,
JPNSH,JP,NSH,Nishishioya,1-------,AF,
JPNSI,JP,NSI,Nishiesan,1-------,AF,
JPNSK,JP,NSK,Nishiki,1-------,AF,
JPNSM,JP,NSM,Nishimura,1-------,AF,
JPNSR,JP,NSR,Noshiro,1-------,AF,
JPNST,JP,NST,Nishikata,1-------,AF,
JPNSU,JP,NSU,"Nagasu, Oita",1-------,AF,
JPNSX,JP,NSX,Nasa,1-------,AF,
JPNTO,JP,NTO,Nishitokyo,1----6--,RL,3444N 13932E
JPNTX,JP,NTX,"Nakata, Kumamoto",1-------,AF,
JPNTY,JP,NTY,Nanatsuyama,1-------,AF,
JPNUM,JP,NUM,Numazu,1-------,AF,
JPNUR,JP,NUR,Nishiura,1-------,AF,
JPNWA,JP,NWA,Nyugawa,1-------,AF,
JPNXG,JP,NXG,Nigishima,1-------,AF,
JPNYA,JP,NYA,Nishinomiya,1-3-----,AF,
JPNYK,JP,NYK,Nyukou,1-------,AF,
JPNYZ,JP,NYZ,Nyuzu,1-------,AF,
JPOAA,JP,OAA,Okada,1-------,AF,
JPOAD,JP,OAD,Onoaida,1-------,AF,
JPOAR,JP,OAR,Oarai,1-------,AF,
JPOAT,JP,OAT,Ogatsu,1-------,AF,
JPOAX,JP,OAX,Oma,1-------,AF,
JPOBA,JP,OBA,"Obama, Mie",1-------,AF,
JPOBB,JP,OBB,"Obama, Nagasaki",1-------,AF,
JPOBE,JP,OBE,"Obe, Ehime",1-------,AF,
JPOBM,JP,OBM,"Obama, Fukui",1-------,AF,
JPOBS,JP,OBS,Ohbishima,1-------,AF,
JPOBX,JP,OBX,"Ohbe, Kagawa",1-------,AF,
JPOCH,JP,OCH,Okunouchi,1-------,AF,
JPODA,JP,ODA,Odahigashi,1-------,AF,
JPODM,JP,ODM,Odomari,1-------,AF,
JPODN,JP,ODN,Ohdana,1-------,AF,
JPODO,JP,ODO,Odoh,1-------,AF,
JPODS,JP,ODS,Odeshima,1-------,AF,
JPOFK,JP,OFK,Ohfunakoshi,1-------,AF,
JPOFR,JP,OFR,Ohfukaura,1-------,AF,
JPOFT,JP,OFT,Ohfunato,1-------,AF,
JPOGA,JP,OGA,Ogasawara,1-------,AF,
JPOGC,JP,OGC,Ongachi,1-------,AF,
JPOGE,JP,OGE,Ohge,1-------,AF,
JPOGF,JP,OGF,Ogifushi,1-------,AF,
JPOGH,JP,OGH,Oginohama,1-------,AF,
JPOGI,JP,OGI,"Ogi, Niigata",1-------,AF,
JPOGK,JP,OGK,"Ogi, Kagawa",1-------,AF,
JPOGM,JP,OGM,Ogomori,1-------,AF,
JPOGS,JP,OGS,Ohgishima,1-------,AF,
JPOGU,JP,OGU,Ohgushi,1-------,AF,
JPOHA,JP,OHA,"Ohama, Kagawa",1-------,AF,
JPOHM,JP,OHM,"Ohama, Ehime",1-------,AF,
JPOHO,JP,OHO,Ohi,1-------,AF,
JPOHT,JP,OHT,Ohata,1-------,AF,
JPOIG,JP,OIG,Ohigawa,1-------,AF,
JPOII,JP,OII,"Ogi, Ishikawa",1-------,AF,
JPOIM,JP,OIM,"Ohshima, Tokyo",1--4----,AF,
JPOIS,JP,OIS,Oiso,1-------,AF,
JPOIT,JP,OIT,Oita,1--4----,AF,
JPOIU,JP,OIU,"Okiura, Hiroshima",1-------,AF,
JPOJI,JP,OJI,Ojika,1-------,AF,
JPOJM,JP,OJM,Omosu,1-------,AF,
JPOJO,JP,OJO,Osako,1-------,AF,
JPOKB,JP,OKB,"Okubo, Tokyo",1-------,AF,
JPOKC,JP,OKC,"Okitsu, Chiba",1-------,AF,
JPOKG,JP,OKG,Okogi,1-------,AF,
JPOKH,JP,OKH,Ohkawara,1-------,AF,
JPOKI,JP,OKI,Oki,1--4----,AF,
JPOKJ,JP,OKJ,Okayama,1--4----,AF,
JPOKK,JP,OKK,Okinokojima,1-------,AF,
JPOKM,JP,OKM,Okamoto,1-------,AF,
JPOKN,JP,OKN,Okinajima,1-------,AF,
JPOKR,JP,OKR,Ohbukura/Uwajima,1-------,AF,
JPOKS,JP,OKS,Okiuranishi,1-------,AF,
JPOKT,JP,OKT,"Okitsu, Shizuoka",1-------,AF,
JPOKU,JP,OKU,Oku,1-------,AF,
JPOKW,JP,OKW,"Okawa, Wakayama",1-------,AF,
JPOKX,JP,OKX,"Okiura, Yamaguchi",1-------,AF,
JPOMA,JP,OMA,Aomi,1----6--,AF,3537N 13947E
JPOMC,JP,OMC,Omachi,1----6--,RL,3650N 13825E
JPOMD,JP,OMD,Omodaka,1-------,AF,
JPOMH,JP,OMH,Omotehama,1-------,AF,
JPOMI,JP,OMI,Omi,1-------,AF,
JPOMJ,JP,OMJ,Omura,1--4----,AF,
JPOMN,JP,OMN,Omon,1-------,AF,
JPOMO,JP,OMO,Omoto,1-------,AF,
JPOMR,JP,OMR,Okamura,1-------,AF,
JPOMS,JP,OMS,Omishima,1-------,AF,
JPOMT,JP,OMT,Ominato,1-------,AF,
JPOMU,JP,OMU,Omuta,1-------,AF,
JPOMW,JP,OMW,Omonawa,1-------,AF,
JPOMX,JP,OMX,"Ohama, Tottori",1-------,AF,
JPOMY,JP,OMY,Omiyaji,1-------,AF,
JPOMZ,JP,OMZ,Omaezaki,1-------,AF,
JPONA,JP,ONA,Onahama,1-------,AF,
JPOND,JP,OND,Onoda,1-------,AF,
JPONE,JP,ONE,Ohnejime,1-------,AF,
JPONG,JP,ONG,Onagawa,1-------,AF,
JPONI,JP,ONI,Onishi,1-------,AF,
JPONJ,JP,ONJ,Oniike,1-------,AF,
JPONK,JP,ONK,Oniki,1-------,AF,
JPONO,JP,ONO,Onomichi,1-------,AF,
JPONS,JP,ONS,Ohnishi/Ohsaki,1-------,AF,
JPONW,JP,ONW,Oniwaki,1-------,AF,
JPONX,JP,ONX,OnomichiItozaki,1-------,AF,
JPOOA,JP,OOA,"Oura, Saga",1-------,AF,
JPOOB,JP,OOB,Obatake,1-------,AF,
JPOOC,JP,OOC,Ochiyo,1-------,AF,
JPOOG,JP,OOG,Ohgaki,1-------,AF,
JPOOH,JP,OOH,"Ohama, Okayama",1-------,AF,
JPOOJ,JP,OOJ,"Okubo, Kagoshima",1-------,AF,
JPOOM,JP,OOM,"Ohshima, Kagawa",1-------,AF,
JPOON,JP,OON,Ohnoh,1-------,AF,
JPOOO,JP,OOO,Ozu,1-------,AF,
JPOOR,JP,OOR,Oura/Kasaoka,1-------,AF,
JPOOW,JP,OOW,"Okawa, Nagasaki",1-------,AF,
JPOPA,JP,OPA,Oppama,123-----,RL,3518N 13937E
JPORA,JP,ORA,Ohra,1-------,AF,
JPORG,JP,ORG,Origami,1-------,AF,
JPORN,JP,ORN,Orino,1-------,AF,
JPORR,JP,ORR,Oura/Uchinoura,1-------,AF,
JPORX,JP,ORX,Oura/Marugame,1-------,AF,
JPOSA,JP,OSA,Osaka,1--45---,AF,3440N 13530E
JPOSD,JP,OSD,Oshidomari,1-------,AF,
JPOSE,JP,OSE,Osoe,1-------,AF,
JPOSG,JP,OSG,Ogi,1----6--,RL,3317N 13012E
JPOSH,JP,OSH,"Ohshima, Wakayama",1-------,AF,
JPOSI,JP,OSI,"Ohshima, Ehime",1-------,AF,
JPOSJ,JP,OSJ,"Otsu, Ibaraki",1-------,AF,
JPOSK,JP,OSK,"Osaki, Miyagi",1-------,AF,
JPOSL,JP,OSL,"Oshima, Yamaguchi",1-------,AF,
JPOSM,JP,OSM,"Ôshima, Nagasaki",1-------,AF,3304N 12937E
JPOSN,JP,OSN,Osaki/Mitsushima,1-------,AF,
JPOSO,JP,OSO,"Ohshima, Miyazaki",1-------,AF,
JPOSR,JP,OSR,Ohgasari,1-------,AF,
JPOSS,JP,OSS,"Ohshima, Fukuoka",1-------,AF,
JPOST,JP,OST,Osetoyanagi,1-------,AF,
