country_code,country_name,year,month,risk_month,conflict_index_real,governance_stability_score,governance_fragility_risk,sanctions_risk,trade_restriction_risk,geo_risk_score_real
AFG,Afghanistan,2018,8,2018-08-01,0.8378869969590724,0.05510026130294569,0.9448997386970543,0.7,0.65,0.8088797334578925
AFG,Afghanistan,2018,9,2018-09-01,0.8386308957250724,0.05510026130294569,0.9448997386970543,0.7,0.65,0.8091772929642926
AFG,Afghanistan,2018,10,2018-10-01,0.8093469873412265,0.05510026130294569,0.9448997386970543,0.7,0.65,0.7974637296107543
AFG,Afghanistan,2018,11,2018-11-01,0.8131501754092775,0.05510026130294569,0.9448997386970543,0.7,0.65,0.7989850048379746
AFG,Afghanistan,2018,12,2018-12-01,0.8307218682966069,0.05510026130294569,0.9448997386970543,0.7,0.65,0.8060136819929065
AFG,Afghanistan,2019,1,2019-01-01,0.8006885362625171,0.04093954398084107,0.9590604560191589,0.7,0.65,0.7975405285097966
AFG,Afghanistan,2019,2,2019-02-01,0.7887643139893936,0.04093954398084107,0.9590604560191589,0.7,0.65,0.7927708396005473
AFG,Afghanistan,2019,3,2019-03-01,0.8240107658594147,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8068694203485557
AFG,Afghanistan,2019,4,2019-04-01,0.8013709225901554,0.04093954398084107,0.9590604560191589,0.7,0.65,0.797813483040852
AFG,Afghanistan,2019,5,2019-05-01,0.8028417141593551,0.04093954398084107,0.9590604560191589,0.7,0.65,0.7984017996685319
AFG,Afghanistan,2019,6,2019-06-01,0.8420960453230314,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8141035321340023
AFG,Afghanistan,2019,7,2019-07-01,0.8413364236658517,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8137996834711305
AFG,Afghanistan,2019,8,2019-08-01,0.8773026754862453,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8281861841992879
AFG,Afghanistan,2019,9,2019-09-01,0.8599883495093311,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8212604538085222
AFG,Afghanistan,2019,10,2019-10-01,0.8317546642199485,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8099669796927692
AFG,Afghanistan,2019,11,2019-11-01,0.8314746211043004,0.04093954398084107,0.9590604560191589,0.7,0.65,0.8098549624465099
AFG,Afghanistan,2019,12,2019-12-01,0.8131346127475529,0.04093954398084107,0.9590604560191589,0.7,0.65,0.802518959103811
AFG,Afghanistan,2020,1,2020-01-01,0.7883801679404272,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7898803428051002
AFG,Afghanistan,2020,2,2020-02-01,0.7975752486982459,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7935583751082277
AFG,Afghanistan,2020,3,2020-03-01,0.759700937453387,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7784086506102841
AFG,Afghanistan,2020,4,2020-04-01,0.7624360577592594,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7795026987326331
AFG,Afghanistan,2020,5,2020-05-01,0.7830931486685369,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7877655350963441
AFG,Afghanistan,2020,6,2020-06-01,0.7832442023064069,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7878259565514921
AFG,Afghanistan,2020,7,2020-07-01,0.8062290854624269,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7970199098139001
AFG,Afghanistan,2020,8,2020-08-01,0.8234859397358769,0.05188689748428285,0.9481131025157171,0.7,0.65,0.8039226515232801
AFG,Afghanistan,2020,9,2020-09-01,0.8029947826391706,0.05188689748428285,0.9481131025157171,0.7,0.65,0.7957261886845975
AFG,Afghanistan,2020,10,2020-10-01,0.8479016823809613,0.05188689748428285,0.9481131025157171,0.7,0.65,0.8136889485813139
AFG,Afghanistan,2020,11,2020-11-01,0.8092676844668467,0.05188689748428285,0.9481131025157171,0.7,0.65,0.798235349415668
AFG,Afghanistan,2020,12,2020-12-01,0.7996853807019542,0.05188689748428285,0.9481131025157171,0.7,0.65,0.794402427909711
AFG,Afghanistan,2021,1,2021-01-01,0.8357671644986642,0.04893324032392803,0.951066759676072,0.7,0.65,0.8095735557184838
AFG,Afghanistan,2021,2,2021-02-01,0.8185867796617604,0.04893324032392803,0.951066759676072,0.7,0.65,0.8027014017837222
AFG,Afghanistan,2021,3,2021-03-01,0.8018086220308753,0.04893324032392803,0.951066759676072,0.7,0.65,0.7959901387313681
AFG,Afghanistan,2021,4,2021-04-01,0.8293263677306909,0.04893324032392803,0.951066759676072,0.7,0.65,0.8069972370112944
